file,phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,delta_tpsa,conjugate_acid,conjugate_base,exp_pKa (pKa)
1813,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc(c(c1)N(=O)=O)[NH3+:8],COc1ccc(c(c1)N(=O)=O)[NH2:8],0.77
1814,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc(cc1N(=O)=O)[NH3+:8],COc1ccc(cc1N(=O)=O)[NH2:8],3.36
1815,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc(c(c1)[NH3+:8])N(=O)=O,COc1ccc(c(c1)[NH2:8])N(=O)=O,-0.72
1818,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:9]c1ccccc1SC,C[NH:9]c1ccccc1SC,3.71
1820,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:8]c1ccc(cc1)N(=O)=O,C[NH:8]c1ccc(cc1)N(=O)=O,0.55
1821,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1ccc(cc1[NH3+:8])N(=O)=O,Cc1ccc(cc1[NH2:8])N(=O)=O,2.345
1822,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1cc(cc(c1)N(=O)=O)[NH3+:8],Cc1cc(cc(c1)N(=O)=O)[NH2:8],2.38
1827,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CSc1ccccc1[NH3+:8],CSc1ccccc1[NH2:8],3.45
1828,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CSc1ccc(c(c1)N(=O)=O)[NH3+:8],CSc1ccc(c(c1)N(=O)=O)[NH2:8],-0.28
1829,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CSc1ccc(cc1N(=O)=O)[NH3+:8],CSc1ccc(cc1N(=O)=O)[NH2:8],2.47
1830,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(cc1)c2ccc(c(c2)N(=O)=O)[NH3+:13],c1ccc(cc1)c2ccc(c(c2)N(=O)=O)[NH2:13],-0.76
1831,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1c(cc(cc1[NH3+:8])N(=O)=O)C(F)(F)F,c1c(cc(cc1[NH2:8])N(=O)=O)C(F)(F)F,0.82
1832,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(c(cc1[NH3+:8])C(F)(F)F)N(=O)=O,c1cc(c(cc1[NH2:8])C(F)(F)F)N(=O)=O,-0.05
1833,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1cc(c(c(c1)C)[NH+:12](C)C)C,Cc1cc(c(c(c1)C)[N:12](C)C)C,4.84
1834,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,C=C(c1ccccc1)c2ccc(cc2)[NH3+:15],C=C(c1ccccc1)c2ccc(cc2)[NH2:15],4.18
1835,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(cc1)Sc2ccccc2[NH3+:13],c1ccc(cc1)Sc2ccccc2[NH2:13],2.5
1836,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)OC(C(F)F)(F)F)[NH3+:9],c1cc(cc(c1)OC(C(F)F)(F)F)[NH2:9],3.38
1837,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1[NH3+:9])OC(C(F)F)(F)F,c1cc(ccc1[NH2:9])OC(C(F)F)(F)F,3.98
1838,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)SC(C(F)F)(F)F)[NH3+:9],c1cc(cc(c1)SC(C(F)F)(F)F)[NH2:9],3.39
1839,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1[NH3+:9])SC(C(F)F)(F)F,c1cc(ccc1[NH2:9])SC(C(F)F)(F)F,2.87
1840,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,Cc1cc(c(c(c1)C)[NH2+:11]C)C,Cc1cc(c(c(c1)C)[NH:11]C)C,5.47
1841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1c(c(cc(c1Cl)Cl)Cl)[NH3+:7],c1c(c(cc(c1Cl)Cl)Cl)[NH2:7],1.09
1842,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1c(cc(c(c1Cl)[NH3+:7])Cl)Cl,c1c(cc(c(c1Cl)[NH2:7])Cl)Cl,-0.03
1843,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)OC(F)(F)F)[NH3+:8],c1cc(cc(c1)OC(F)(F)F)[NH2:8],3.25
1844,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(c(c1)[NH3+:8])OC(F)(F)F,c1ccc(c(c1)[NH2:8])OC(F)(F)F,2.44
1845,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1[NH3+:8])OC(F)(F)F,c1cc(ccc1[NH2:8])OC(F)(F)F,3.82
1846,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)S(=O)(=O)C(F)(F)F)[NH3+:8],c1cc(cc(c1)S(=O)(=O)C(F)(F)F)[NH2:8],1.79
1847,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)SC(F)(F)F)[NH3+:8],c1cc(cc(c1)SC(F)(F)F)[NH2:8],3.3
1848,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1[NH3+:8])SC(F)(F)F,c1cc(ccc1[NH2:8])SC(F)(F)F,2.78
1849,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,Cc1ccc(c(c1)C)[NH2+:10]C,Cc1ccc(c(c1)C)[NH:10]C,4.56
1852,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CCC2=O)[OH:20],C[C@@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CCC2=O)[O-:20],10.91
1853,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)(C)c1cc(c(c(c1)C(C)(C)C)[OH:19])C(C)(C)C,CC(C)(C)c1cc(c(c(c1)C(C)(C)C)[O-:19])C(C)(C)C,12.19
1854,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,c1ccc2cc(ccc2c1)OP(=O)([OH:22])Oc3ccc4ccccc4c3,c1ccc2cc(ccc2c1)OP(=O)([O-:22])Oc3ccc4ccccc4c3,0.74
1855,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)Oc1cccc(c1)C(=O)[OH:12],CC(=O)Oc1cccc(c1)C(=O)[O-:12],4
1856,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)c1ccccc1C(=O)[OH:12],CC(=O)c1ccccc1C(=O)[O-:12],4.13
1857,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)c1cccc(c1)C(=O)[OH:12],CC(=O)c1cccc(c1)C(=O)[O-:12],3.83
1858,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)c1ccc(cc1)C(=O)[OH:12],CC(=O)c1ccc(cc1)C(=O)[O-:12],3.7
1859,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@H](CC=C)C(=O)[OH:8],C[C@H](CC=C)C(=O)[O-:8],4.72
1860,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(cc1)c2ccc(cc2)[NH3+:13],c1ccc(cc1)c2ccc(cc2)[NH2:13],4.27
1861,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC[C@H](C(=O)OC)[NH3+:6],CC[C@H](C(=O)OC)[NH2:6],7.64
1862,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccnc(c1)CC[NH3+:9],c1ccnc(c1)CC[NH2:9],9.78
1863,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,Cc1ccc(cn1)C[NH3+:9],Cc1ccc(cn1)C[NH2:9],8.7
1864,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1ccc([nH+:7]c1)N,Cc1ccc([n:7]c1)N,7.22
1865,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1cccc([nH+:7]1)N,Cc1cccc([n:7]1)N,7.41
1866,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1CC(=O)[OH:11])N,c1cc(ccc1CC(=O)[O-:11])N,3.6
1867,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1CC(=O)O)[NH3+:9],c1cc(ccc1CC(=O)O)[NH2:9],5.26
1868,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1CC(=O)[O-])[NH3+:9],c1cc(ccc1CC(=O)[O-])[NH2:9],5.26
1869,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1CC(=O)[OH:11])[NH3+],c1cc(ccc1CC(=O)[O-:11])[NH3+],3.6
1870,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1CCC[NH2+:8]CCC1,C1CCC[NH:8]CCC1,11.1
1871,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C/C=C/C(=O)[OH:6],C/C=C/C(=O)[O-:6],4.44
1872,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,CCCC[P@@H](=O)[OH:6],CCCC[P@@H](=O)[O-:6],3.41
1873,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC[C@@H](C(=O)[OH:6])Cl,CC[C@@H](C(=O)[O-:6])Cl,2.86
1874,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@H](CC(=O)[OH:6])Cl,C[C@H](CC(=O)[O-:6])Cl,4.05
1875,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(CC(=O)[OH:6])CCl,C(CC(=O)[O-:6])CCl,4.5
1876,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C/C=C(/C(=O)[OH:6])\Cl,C/C=C(/C(=O)[O-:6])\Cl,2.8
1878,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@H](C(=O)[OH:11])Oc1ccc(cc1)Cl,C[C@@H](C(=O)[O-:11])Oc1ccc(cc1)Cl,3.26
1880,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1ccc(cc1[NH3+:8])Cl,Cc1ccc(cc1[NH2:8])Cl,3.85
1881,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1cccc(c1[NH3+:8])Cl,Cc1cccc(c1[NH2:8])Cl,3.62
1882,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(=O)[OH:4])(Br)Br,C(C(=O)[O-:4])(Br)Br,1.39
1883,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C(=O)[OH:5])(Br)Br,CC(C(=O)[O-:5])(Br)Br,1.48
1884,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C([C@@H](C(=O)[OH:5])Br)Br,C([C@@H](C(=O)[O-:5])Br)Br,2.33
1885,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(=O)C(Cl)Cl)C(=O)[OH:7],C(C(=O)C(Cl)Cl)C(=O)[O-:7],2.11
1886,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C([C@@H](C(=O)[OH:5])Cl)Cl,C([C@@H](C(=O)[O-:5])Cl)Cl,2.85
1887,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C1CCC(CC1)[NH2+:13]C2CCCCC2,C1CCC(CC1)[NH:13]C2CCCCC2,11.25
1888,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CCOCC[NH2+:9]CCOCC,CCOCC[NH:9]CCOCC,8.47
1889,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:14](CC)CCOC(=O)c1ccccc1,CC[N:14](CC)CCOC(=O)c1ccccc1,8.85
1890,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(=O)[OH:4])(F)F,C(C(=O)[O-:4])(F)F,1.33
1891,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1c(cccc1O)[OH:8],Cc1c(cccc1[O-:8])O,10.05
1892,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(CO)(CO)C(=O)[OH:7])O,C(C(CO)(CO)C(=O)[O-:7])O,4.46
1893,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,COCC[NH2+:7]CCOC,COCC[NH:7]CCOC,9.51
1894,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,COc1cc(cc(c1)OC)[OH:9],COc1cc(cc(c1)OC)[O-:9],9.345
1895,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(=O)C(=O)[OH:5],C(=O)C(=O)[O-:5],3.18
1896,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CCOC(=O)CC[NH3+:6],CCOC(=O)CC[NH2:6],9.1
1897,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CCc1ccc(cc1)[NH3+:9],CCc1ccc(cc1)[NH2:9],5
1898,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(=O)[OH:7])N(=O)=O,C(C(=O)[O-:7])N(=O)=O,1.48
1899,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,CC[P@@H](=O)[OH:4],CC[P@@H](=O)[O-:4],3.29
1901,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC[N@@H+:30]1C[C@H](C[C@H]([C@@H]1[C@H](C)c2ccc3c(c2C)C[C@@H]4[C@H]3CC=C5[C@@]4(CC[C@H](C5)O)C)O)C,CC[N@@:30]1C[C@H](C[C@H]([C@@H]1[C@H](C)c2ccc3c(c2C)C[C@@H]4[C@H]3CC=C5[C@@]4(CC[C@H](C5)O)C)O)C,7.4
1902,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[Si](C)(C)[NH2+:7][Si](C)(C)C,C[Si](C)(C)[NH:7][Si](C)(C)C,7.55
1903,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCCCCC(=O)[OH:8],CCCCCC(=O)[O-:8],4.849
1904,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC/C=C(/CC)\C(=O)[OH:9],CC/C=C(/CC)\C(=O)[O-:9],4.58
1905,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(c(c1)C=O)[OH:9],c1ccc(c(c1)C=O)[O-:9],8.34
1906,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(cc1Cl)C(=O)[OH:10])O,c1cc(c(cc1Cl)C(=O)[O-:10])O,2.63
1907,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,COc1cc(ccc1O)C(=O)[OH:11],COc1cc(ccc1O)C(=O)[O-:11],4.355
1908,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(c(c1)CC(=O)[OH:11])CO,c1ccc(c(c1)CC(=O)[O-:11])CO,4.12
1909,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cccc(c1O)C(=O)[OH:11],Cc1cccc(c1O)C(=O)[O-:11],2.99
1910,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(c(c1)O)C(=O)[OH:11],Cc1ccc(c(c1)O)C(=O)[O-:11],3.17
1911,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(c(c1)C(=O)[OH:11])O,Cc1ccc(c(c1)C(=O)[O-:11])O,4.08
1912,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cccc(c1C(=O)[OH:11])O,Cc1cccc(c1C(=O)[O-:11])O,3.32
1913,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)ccc(c2C(=O)[OH:14])O,c1ccc2c(c1)ccc(c2C(=O)[O-:14])O,3.29
1914,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(c(c1)N(=O)=O)O)C(=O)[OH:13],c1cc(c(c(c1)N(=O)=O)O)C(=O)[O-:13],1.87
1915,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(c(c1)O)C(=O)[OH:13])N(=O)=O,c1cc(c(c(c1)O)C(=O)[O-:13])N(=O)=O,2.24
1917,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)(C)CC(=O)[OH:8],CC(C)(C)CC(=O)[O-:8],4.79
1918,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,CC(C)[P@@H](=O)[OH:5],CC(C)[P@@H](=O)[O-:5],3.56
1919,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CCOC(=O)[C@H](CC(C)C)[NH3+:9],CCOC(=O)[C@H](CC(C)C)[NH2:9],7.57
1920,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,COCC(=O)[OH:5],COCC(=O)[O-:5],3.57
1923,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,CC1CC[NH2+:7]CC1,CC1CC[NH:7]CC1,11.23
1924,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@H](C(=O)[OH:8])N(=O)=O,C[C@@H](C(=O)[O-:8])N(=O)=O,3.79
1925,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)[C@@H](CO)C(=O)[OH:11],c1ccc(cc1)[C@@H](CO)C(=O)[O-:11],3.53
1926,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C1C[C@@H](CNC1)C(=O)[OH:9],C1C[C@@H](CNC1)C(=O)[O-:9],3.35
1927,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1C[C@@H](C[NH2+:7]C1)C(=O)O,C1C[C@@H](C[NH:7]C1)C(=O)O,10.64
1928,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1C[C@@H](C[NH2+:7]C1)C(=O)[O-],C1C[C@@H](C[NH:7]C1)C(=O)[O-],10.64
1929,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C1C[C@@H](C[NH2+]C1)C(=O)[OH:9],C1C[C@@H](C[NH2+]C1)C(=O)[O-:9],3.35
1930,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C1C[C@@H](NC1)C(=O)[OH:8],C1C[C@@H](NC1)C(=O)[O-:8],1.99
1931,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1C[C@@H]([NH2+:6]C1)C(=O)O,C1C[C@@H]([NH:6]C1)C(=O)O,10.96
1932,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1C[C@@H]([NH2+:6]C1)C(=O)[O-],C1C[C@@H]([NH:6]C1)C(=O)[O-],10.96
1934,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,-5.33,C[C@H]1C[NH2+:4]1,C[C@H]1C[NH:4]1,8.18
1935,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccn(c1)C(=O)[OH:8],c1ccn(c1)C(=O)[O-:8],4.45
1936,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(=O)(C(Br)(Br)Br)[OH:4],C(=O)(C(Br)(Br)Br)[O-:4],-0.147
1937,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c(cc(c(c1Br)C(=O)[OH:9])Br)Br,c1c(cc(c(c1Br)C(=O)[O-:9])Br)Br,1.41
1938,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(C(=O)[OH:5])C(Cl)(Cl)Cl,C(C(=O)[O-:5])C(Cl)(Cl)Cl,0.52
1939,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,[C@H](C(=O)[OH:5])(C(Cl)(Cl)Cl)O,[C@H](C(=O)[O-:5])(C(Cl)(Cl)Cl)O,2.34
1940,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c(c(cc(c1Cl)Cl)Cl)[OH:7],c1c(c(cc(c1Cl)Cl)Cl)[O-:7],7.37
1941,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(cc(c1)[OH:8])C(F)(F)F,c1cc(cc(c1)[O-:8])C(F)(F)F,8.95
1942,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(c(c1C)C)[OH:10],Cc1ccc(c(c1C)C)[O-:10],10.59
1943,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(c(cc1C)[OH:10])C,Cc1cc(c(cc1C)[O-:10])C,10.57
1944,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(cc(c1C)C)[OH:10],Cc1cc(cc(c1C)C)[O-:10],10.25
1945,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C(C[NH3+:5])C#N,C(C[NH2:5])C#N,7.75
1946,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(cc1[OH:13])N(=O)=O)N(=O)=O,c1cc(c(cc1[O-:13])N(=O)=O)N(=O)=O,5.42
1947,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1N(=O)=O)OCC(=O)[OH:13],c1cc(ccc1N(=O)=O)OCC(=O)[O-:13],2.893
1948,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:10]CCc1ccc(cc1)O,C[NH:10]CCc1ccc(cc1)O,9.36
1949,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)c1ccccc1C(=O)[OH:12],CC(C)c1ccccc1C(=O)[O-:12],3.63
1950,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C1CSS[C@@H]1CCCCC(=O)[OH:10],C1CSS[C@@H]1CCCCC(=O)[O-:10],5.4
1951,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1CCC(=O)[OH:11])Cl,c1cc(ccc1CCC(=O)[O-:11])Cl,4.61
1953,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1C#N)OCC(=O)[OH:12],c1cc(ccc1C#N)OCC(=O)[O-:12],2.93
1954,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C(CCO)C[NH3+:5],C(CCO)C[NH2:5],10.35
1955,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(cc(c1)OCC(=O)[OH:13])N(=O)=O,c1cc(cc(c1)OCC(=O)[O-:13])N(=O)=O,2.95
1956,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)Oc1ccccc1C(=O)[OH:12],CC(=O)Oc1ccccc1C(=O)[O-:12],3.5
1957,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)(C(=O)[OH:6])O,CC(C)(C(=O)[O-:6])O,4.04
1958,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,COc1cccc(c1O)C[NH3+:9],COc1cccc(c1O)C[NH2:9],10.52
1959,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,C[C@@H]1CCC[C@@H]([NH+:9]1C)C,C[C@@H]1CCC[C@@H]([N:9]1C)C,10.15
1960,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[C@H](C[N@H+:7](C)CCO)O,C[C@H](C[N@:7](C)CCO)O,8.7
1961,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(cc(c1)Br)OCC(=O)[OH:10],c1cc(cc(c1)Br)OCC(=O)[O-:10],3.095
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[N+](C)(C)c1cccc(c1)[OH:11],C[N+](C)(C)c1cccc(c1)[O-:11],8.06
1963,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc2c(ccc(c2nc1)[OH:11])Cl,c1cc2c(ccc(c2nc1)[O-:11])Cl,9.05
1964,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCOP(=O)(c1cccc(c1)C(=O)[OH:14])OCC,CCOP(=O)(c1cccc(c1)C(=O)[O-:14])OCC,3.65
1965,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,C[NH+:9]1[C@@H]2CC[C@H]1CC(C2)O,C[N:9]1[C@@H]2CC[C@H]1CC(C2)O,10.06
1966,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,-2.83,c1cc2c(nc1)ncc(n2)[OH:11],c1cc2c(nc1)ncc(n2)[O-:11],7.88
1967,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1cc(ccc1CC[NH3+:9])O,c1cc(ccc1CC[NH2:9])O,10.9
1968,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[C@@](C)(C[NH+:15](C)C)OC(=O)c1ccccc1,CC[C@@](C)(C[N:15](C)C)OC(=O)c1ccccc1,8.09
1969,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[OH:16],CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-:16],3.1
1970,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(cc(c1[OH:12])C)N(=O)=O,Cc1cc(cc(c1[O-:12])C)N(=O)=O,7.19
1971,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)c1cccc(=O)c(c1)[OH:12],CC(C)c1cccc(=O)c(c1)[O-:12],7.21
1973,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@](CC(=O)[OH:18])(c1ccc(cc1)N(=O)=O)C(=O)OC,C[C@@](CC(=O)[O-:18])(c1ccc(cc1)N(=O)=O)C(=O)OC,4.07
1975,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(cc1)CC(=O)[OH:11],Cc1ccc(cc1)CC(=O)[O-:11],4.37
1976,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(cc1Cl)Cl)[OH:7],c1cc(c(cc1Cl)Cl)[O-:7],7.892
1977,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc-2ccc(c2cc1)C(=O)[OH:13],c1ccc-2ccc(c2cc1)C(=O)[O-:13],5.5
